fullname,first_name,last_name,username,gender,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
Crosby Rittmeyer,Crosby,Rittmeyer,crittmeyermh,Male,487,93,13,472,9,5,1,0,0
Dannye Blenkinsopp,Dannye,Blenkinsopp,dblenkinsopp76,Female,189,410,112,137,50,0,2,0,0
Dewitt Dampier,Dewitt,Dampier,ddampier8o,Male,1156,7208,997,845,282,10,14,2,3
Joscelin Firth,Joscelin,Firth,jfirth5c,Female,748,38,12,748,0,0,0,0,0
Fredek Bahls,Fredek,Bahls,fbahls1n,Male,7,0,0,7,0,0,0,0,0
Kelley Coulter,Kelley,Coulter,kcoulterr2,Male,217,24,5,206,10,1,0,0,0
Esdras Kobus,Esdras,Kobus,ekobus46,Male,505,21,11,505,0,0,0,0,0
Danica Innis,Danica,Innis,dinnisgy,Female,171,595,273,121,48,0,0,2,0
Merna Belbin,Merna,Belbin,mbelbin8j,Female,177,193,34,151,25,1,0,0,0
Lilly Lewnden,Lilly,Lewnden,llewndenmk,Female,638,34,9,638,0,0,0,0,0
Gunar Fragino,Gunar,Fragino,gfragino2u,Male,99,361,87,80,17,0,2,0,0
Gail Jermin,Gail,Jermin,gjerminpg,Male,0,0,0,0,0,0,0,0,0
Harp Epilet,Harp,Epilet,hepileten,Male,1,0,1,1,0,0,0,0,0
Alexina Gainsford,Alexina,Gainsford,againsford7u,Female,298,974,140,220,74,2,1,1,0
Marissa Winney,Marissa,Winney,mwinneyhj,Female,413,1418,131,308,93,3,5,1,3
Garvy Kryszkiecicz,Garvy,Kryszkiecicz,gkryszkiecicz2g,Male,133,157,278,117,16,0,0,0,0
Travers Debow,Travers,Debow,tdebow4p,Male,1,0,1,1,0,0,0,0,0
Cross Margiotta,Cross,Margiotta,cmargiottan9,Male,156,464,288,94,56,1,4,0,1
Bengt Mordaunt,Bengt,Mordaunt,bmordauntgl,Male,227,1222,226,182,41,2,1,1,0
Bartholomeo De Ath,Bartholomeo,De Ath,bde8y,Male,1,0,0,1,0,0,0,0,0
Barnaby Henrych,Barnaby,Henrych,bhenrych2b,Male,219,110,17,190,26,1,2,0,0
Bren Clapton,Bren,Clapton,bclapton9v,Male,132,263,43,106,25,0,0,1,0
Angie Challin,Angie,Challin,achallinio,Male,366,1490,154,286,73,2,4,0,1
Bartlet Loughman,Bartlet,Loughman,bloughmanbz,Male,1119,1585,544,1001,108,3,3,1,3
Merrili Dienes,Merrili,Dienes,mdieneshk,Female,120,126,100,98,20,2,0,0,0
Costa Ghioni,Costa,Ghioni,cghioni5x,Male,4,0,0,4,0,0,0,0,0
Immanuel Wilsdon,Immanuel,Wilsdon,iwilsdones,Male,1103,24,18,1103,0,0,0,0,0
Francisco Pearce,Francisco,Pearce,fpearceda,Male,4094,61,6,4094,0,0,0,0,0
Cathee Ible,Cathee,Ible,cible3h,Female,173,1773,105,153,17,1,1,1,0
Ileana Schubbert,Ileana,Schubbert,ischubbert4l,Female,2173,2925,818,1739,403,7,17,1,6
Harald Wootton,Harald,Wootton,hwoottonjr,Male,354,1119,277,164,187,1,2,0,0
Basia Larose,Basia,Larose,blarose40,Female,5,0,0,5,0,0,0,0,0
Koressa Ivakin,Koressa,Ivakin,kivakinlr,Female,251,4642,184,211,33,2,2,2,1
Larisa Fogden,Larisa,Fogden,lfogdenh,Female,91,91,277,78,13,0,0,0,0
Brennan Milkins,Brennan,Milkins,bmilkins73,Male,3919,77,12,3919,0,0,0,0,0
Nita Glyssanne,Nita,Glyssanne,nglyssannemf,Female,8,0,0,8,0,0,0,0,0
Melodie Juden,Melodie,Juden,mjuden6d,Female,104,49,13,91,12,0,0,1,0
Westley Oneile,Westley,Oneile,woneiled3,Male,225,13,0,225,0,0,0,0,0
Walt Westby,Walt,Westby,wwestbybr,Male,0,0,0,0,0,0,0,0,0
Aloysius Cracknell,Aloysius,Cracknell,acracknelllk,Male,99,1150,266,69,23,2,4,1,0
Barbee Stonman,Barbee,Stonman,bstonman4,Female,234,355,34,178,52,2,0,1,1
Hanan Fardy,Hanan,Fardy,hfardy7w,Male,5,0,0,5,0,0,0,0,0
Samson Rotge,Samson,Rotge,srotgepi,Male,23,0,7,23,0,0,0,0,0
Ossie Dreigher,Ossie,Dreigher,odreigher9i,Male,55,0,3,55,0,0,0,0,0
Geordie Edington,Geordie,Edington,gedingtoni5,Male,191,6,0,191,0,0,0,0,0
Lenora Jeannon,Lenora,Jeannon,ljeannond4,Female,1391,1282,594,995,281,103,7,0,5
Wendy Noddles,Wendy,Noddles,wnoddlesgu,Female,115,281,151,81,33,0,0,1,0
Barnabas Edelston,Barnabas,Edelston,bedelstoncv,Male,371,3789,462,267,95,1,5,3,0
Jayme O'Clery,Jayme,O'Clery,jocleryk1,Female,57,9,3,57,0,0,0,0,0
Coreen Mantz,Coreen,Mantz,cmantz4f,Female,11,2,0,11,0,0,0,0,0
Bastien Polack,Bastien,Polack,bpolackrm,Male,1442,48,5,1442,0,0,0,0,0
Marcos Barczewski,Marcos,Barczewski,mbarczewskigv,Male,259,368,50,234,25,0,0,0,0
Meagan Hynes,Meagan,Hynes,mhynesky,Female,34,0,0,33,1,0,0,0,0
Mohammed Digby,Mohammed,Digby,mdigby6,Male,163,767,176,98,64,0,1,0,0
Torin Cardno,Torin,Cardno,tcardno3l,Male,1926,4,15,1926,0,0,0,0,0
Thekla Gostall,Thekla,Gostall,tgostall98,Female,202,327,42,171,30,1,0,0,0
Arnold Bagley,Arnold,Bagley,abagleyjp,Male,301,1154,121,242,54,2,3,0,0
Becka Tuson,Becka,Tuson,btusonnd,Female,175,1196,230,126,49,0,0,0,0
Janot Trouel,Janot,Trouel,jtroueljm,Female,3,0,0,3,0,0,0,0,0
Ninon O'Logan,Ninon,O'Logan,nologan5o,Female,205,1476,500,149,49,3,2,2,0
Klara Casterton,Klara,Casterton,kcastertoncg,Female,67,558,43,55,7,1,4,0,0
Maje Newborn,Maje,Newborn,mnewbornhp,Male,389,2798,564,233,152,0,2,0,2
Wallas Decourt,Wallas,Decourt,wdecourtne,Male,1303,996,254,1136,159,4,3,0,1
Lilli McGannon,Lilli,McGannon,lmcgannonm1,Female,178,3683,120,150,23,2,1,2,0
Yuma Densumbe,Yuma,Densumbe,ydensumbe31,Male,26,0,13,26,0,0,0,0,0
Teena Georgeon,Teena,Georgeon,tgeorgeon1u,Female,4,0,0,4,0,0,0,0,0
Jillane Girdler,Jillane,Girdler,jgirdler3b,Female,99,870,50,78,15,2,4,0,0
Becka Kinsella,Becka,Kinsella,bkinsellakp,Female,4,0,0,4,0,0,0,0,0
Heidie Monument,Heidie,Monument,hmonument84,Female,400,9039,263,333,48,4,10,3,2
Boycey Wittey,Boycey,Wittey,bwitteyhh,Male,300,15,0,300,0,0,0,0,0
Joelie Rumens,Joelie,Rumens,jrumens4p,Female,564,20990,154,473,82,3,3,3,0
Aleen Perring,Aleen,Perring,aperring82,Female,17,0,1,16,1,0,0,0,0
Lucinda Reaman,Lucinda,Reaman,lreaman50,Female,246,1035,322,191,51,1,3,0,0
Emerson Barnewille,Emerson,Barnewille,ebarnewilleh8,Male,317,1,53,315,1,1,0,0,0
Annice Van der Hoeven,Annice,Van der Hoeven,avan5b,Female,450,4,0,450,0,0,0,0,0
Roley Grattage,Roley,Grattage,rgrattage3k,Male,151,667,195,106,45,0,0,0,0
Kipp Priestman,Kipp,Priestman,kpriestmannl,Female,532,7783,498,444,81,1,3,3,0
Mozes Kettel,Mozes,Kettel,mkettellq,Male,169,6,5,169,0,0,0,0,0
Persis Garrelts,Persis,Garrelts,pgarrelts4n,Female,208,981,108,165,37,1,3,2,0
Haleigh Blaxall,Haleigh,Blaxall,hblaxall3q,Female,249,1209,431,163,85,0,1,0,0
Millicent Daveran,Millicent,Daveran,mdaveran8e,Female,303,34,3,291,11,1,0,0,0
Terza Borland,Terza,Borland,tborlandld,Female,256,535,52,220,34,0,2,0,0
Jozef Seckom,Jozef,Seckom,jseckomny,Male,2,0,1,2,0,0,0,0,0
Avigdor Elcum,Avigdor,Elcum,aelcumdp,Male,14,0,0,14,0,0,0,0,0
Kiersten Binne,Kiersten,Binne,kbinnej9,Female,145,274,141,96,47,1,1,0,0
Etan Gabbott,Etan,Gabbott,egabbott3a,Male,1,1,0,1,0,0,0,0,0
Park Leinweber,Park,Leinweber,pleinweberfw,Male,0,0,0,0,0,0,0,0,0
Cobby Denes,Cobby,Denes,cdenesk3,Male,30,1,0,30,0,0,0,0,0
Rebekkah Sayer,Rebekkah,Sayer,rsayer87,Female,116,250,111,68,45,0,2,1,0
Elisa Brudenell,Elisa,Brudenell,ebrudenell58,Female,1874,2478,586,1380,394,6,76,17,1
Katusha Kendrew,Katusha,Kendrew,kkendrewol,Female,452,19013,161,353,92,2,3,2,0
Esra Calken,Esra,Calken,ecalkengd,Male,51,0,10,50,0,1,0,0,0
Glenn De Cristofalo,Glenn,De Cristofalo,gdees,Male,5,0,0,5,0,0,0,0,0
Asa Kendell,Asa,Kendell,akendell1j,Male,197,1875,624,146,47,1,2,0,1
Kassandra Lopez,Kassandra,Lopez,klopezn8,Female,0,0,0,0,0,0,0,0,0
Romona Warnock,Romona,Warnock,rwarnock5k,Female,152,358,121,94,54,2,2,0,0
Kenn Connelly,Kenn,Connelly,kconnellyk5,Male,33,130,5,25,6,1,1,0,0
Marcello Byron,Marcello,Byron,mbyronp2,Male,287,916,286,165,119,0,1,1,1
Karalynn Harbach,Karalynn,Harbach,kharbachh0,Female,276,306,285,158,113,2,2,1,0
Kahaleel Gallier,Kahaleel,Gallier,kgallierek,Male,368,911,50,317,50,1,0,0,0
Mycah Maha,Mycah,Maha,mmaha7,Male,0,0,0,0,0,0,0,0,0
Dudley Yancey,Dudley,Yancey,dyanceyhv,Male,247,828,174,182,55,0,5,5,0
Sharleen Hayen,Sharleen,Hayen,shayenfo,Female,2020,4,12,2020,0,0,0,0,0
Hedvige Shawl,Hedvige,Shawl,hshawl2x,Female,313,6,0,313,0,0,0,0,0
Aveline Entissle,Aveline,Entissle,aentissley,Female,4,0,0,4,0,0,0,0,0
Mag Bower,Mag,Bower,mbower7t,Female,0,0,0,0,0,0,0,0,0
Frants Povele,Frants,Povele,fpovelem,Male,972,16,2,972,0,0,0,0,0
Marmaduke Ranger,Marmaduke,Ranger,mrangerb5,Male,115,259,153,52,58,0,5,0,0
Peg Tichner,Peg,Tichner,ptichnergr,Female,1,0,0,1,0,0,0,0,0
Lynelle Hymor,Lynelle,Hymor,lhymorg3,Female,112,45,0,109,3,0,0,0,0
Theo Hargerie,Theo,Hargerie,thargerierq,Male,1503,1920,866,1111,330,51,9,1,1
Jayne Bordis,Jayne,Bordis,jbordisdu,Female,3,0,0,3,0,0,0,0,0
Orsa Muldowney,Orsa,Muldowney,omuldowneyoi,Female,1,0,0,1,0,0,0,0,0
Stearne Altham,Stearne,Altham,saltham43,Male,11,0,0,11,0,0,0,0,0
Betteanne Schutte,Betteanne,Schutte,bschutte58,Female,808,5516,760,597,198,6,5,1,1
Nerty Alwell,Nerty,Alwell,nalwellg7,Female,230,4,1,230,0,0,0,0,0
Aleece Everingham,Aleece,Everingham,aeveringham4n,Female,273,10,0,273,0,0,0,0,0
Barbra Verecker,Barbra,Verecker,bverecker21,Female,0,0,0,0,0,0,0,0,0
Berti Covington,Berti,Covington,bcovingtonnq,Female,58,2,4,58,0,0,0,0,0
Missie Origin,Missie,Origin,moriginmj,Female,237,1430,243,163,68,2,3,0,1
Falito Yaldren,Falito,Yaldren,fyaldren6d,Male,170,472,200,122,45,1,2,0,0
Jeromy Kaufman,Jeromy,Kaufman,jkaufmanmu,Male,166,1,26,154,0,12,0,0,0
Russell Sterling,Russell,Sterling,rsterlingeo,Male,182,443,135,91,89,2,0,0,0
Sibby Brightling,Sibby,Brightling,sbrightlingd1,Female,398,605,30,348,44,3,3,0,0
Corbet Egarr,Corbet,Egarr,cegarr5r,Male,166,1199,348,131,35,0,0,0,0
Reube Rockingham,Reube,Rockingham,rrockinghamap,Male,255,2,41,253,2,0,0,0,0
Gates Boddice,Gates,Boddice,gboddicek2,Female,171,1,16,170,1,0,0,0,0
Carie Ivery,Carie,Ivery,civeryd,Female,632,3416,836,493,126,6,4,2,1
Idaline Launchbury,Idaline,Launchbury,ilaunchburypx,Female,315,1247,274,206,106,2,1,0,0
Laurette Meagh,Laurette,Meagh,lmeaghl,Female,332,100,30,303,23,1,5,0,0
Fonsie Purdey,Fonsie,Purdey,fpurdeyri,Male,1,0,0,1,0,0,0,0,0
Theo Barham,Theo,Barham,tbarhamfa,Male,303,904,177,237,63,1,2,0,0
Baldwin Andrioletti,Baldwin,Andrioletti,bandrioletti90,Male,15,0,0,15,0,0,0,0,0
Elke Engledow,Elke,Engledow,eengledowj1,Female,139,39,9,121,16,1,1,0,0
Cello Schimon,Cello,Schimon,cschimon7a,Male,376,20,3,354,19,3,0,0,0
Calley Devote,Calley,Devote,cdevote5z,Female,1053,5,1,1053,0,0,0,0,0
Ruttger Izod,Ruttger,Izod,rizodeb,Male,3,0,0,3,0,0,0,0,0
Janifer Corish,Janifer,Corish,jcorish6f,Female,2999,281,87,2999,0,0,0,0,0
Abelard Demangeon,Abelard,Demangeon,ademangeon8g,Male,514,10,2,514,0,0,0,0,0
Carmine Coventry,Carmine,Coventry,ccoventry38,Female,2785,26,1,2785,0,0,0,0,0
Stevie Gouldthorp,Stevie,Gouldthorp,sgouldthorp5t,Male,767,26,2,767,0,0,0,0,0
Fanchette Buncom,Fanchette,Buncom,fbuncomly,Female,3,0,0,3,0,0,0,0,0
Donal Crossby,Donal,Crossby,dcrossby5u,Male,165,1630,169,119,42,0,3,1,0
Tremain Saberton,Tremain,Saberton,tsaberton6o,Male,138,321,149,85,51,2,0,0,0
Isobel Woollard,Isobel,Woollard,iwoollardaa,Female,3,0,0,2,1,0,0,0,0
Troy Aggas,Troy,Aggas,taggas19,Male,214,779,377,143,68,2,1,0,0
Kyla MacDunleavy,Kyla,MacDunleavy,kmacdunleavyoq,Female,175,6,0,175,0,0,0,0,0
Boot Stilwell,Boot,Stilwell,bstilwell4r,Male,110,328,126,78,29,0,2,0,1
Kele Owtram,Kele,Owtram,kowtram88,Male,98,1,9,96,1,1,0,0,0
Robinet Dreamer,Robinet,Dreamer,rdreamer5f,Female,244,6,0,244,0,0,0,0,0
Fawnia Verrillo,Fawnia,Verrillo,fverrillo1b,Female,336,1532,428,226,104,2,2,1,1
Max Dorcey,Max,Dorcey,mdorcey6y,Male,525,14,1,525,0,0,0,0,0
Albie Boatwright,Albie,Boatwright,aboatwright76,Male,5,0,0,5,0,0,0,0,0
Delmore Dionisii,Delmore,Dionisii,ddionisiips,Male,113,183,120,74,38,0,0,0,1
Frans Kencott,Frans,Kencott,fkencott23,Male,750,5839,477,580,145,8,3,10,4
Bartram Ramirez,Bartram,Ramirez,bramirezjj,Male,2,0,0,2,0,0,0,0,0
Calla Alred,Calla,Alred,calredqa,Female,136,31,16,122,14,0,0,0,0
Darnall Heugel,Darnall,Heugel,dheugeln5,Male,325,36,0,325,0,0,0,0,0
Burl MacCracken,Burl,MacCracken,bmaccrackennr,Male,26,0,0,26,0,0,0,0,0
Woodie Deluce,Woodie,Deluce,wdelucedi,Male,182,235,73,161,20,0,1,0,0
Edie Pettipher,Edie,Pettipher,epettiphercd,Female,155,2,0,155,0,0,0,0,0
Corinna Korlat,Corinna,Korlat,ckorlat65,Female,288,1715,89,234,45,0,8,0,1
Annmarie Cardiff,Annmarie,Cardiff,acardiffnw,Female,253,4432,167,209,29,5,5,5,0
Rudolf Scollard,Rudolf,Scollard,rscollardr,Male,509,17,131,386,3,18,102,0,0
Lida Neem,Lida,Neem,lneempn,Female,243,597,241,135,105,0,2,1,0
Clemente Britton,Clemente,Britton,cbritton3w,Male,634,10960,783,540,70,5,11,8,0
Anthe Backman,Anthe,Backman,abackman15,Female,3,0,0,3,0,0,0,0,0
Cheston Baldam,Cheston,Baldam,cbaldamaw,Male,686,53,3,686,0,0,0,0,0
Jasen Purcell,Jasen,Purcell,jpurcell6m,Male,145,328,174,113,29,0,1,1,1
Adria Bearne,Adria,Bearne,abearnepu,Female,31,0,1,31,0,0,0,0,0
Patin Pelos,Patin,Pelos,ppelosgg,Male,52,0,8,52,0,0,0,0,0
Hussein Berndt,Hussein,Berndt,hberndtcy,Male,38,0,0,38,0,0,0,0,0
Culver Bernette,Culver,Bernette,cbernettepm,Male,576,17,3,576,0,0,0,0,0
Quinton Gillies,Quinton,Gillies,qgillies5q,Male,1,0,0,1,0,0,0,0,0
Marjie Muck,Marjie,Muck,mmuckr7,Female,1513,1309,396,1197,159,150,7,0,0
Hal Mugleston,Hal,Mugleston,hmuglestonkz,Male,266,736,229,168,94,0,2,2,0
Austin Feltoe,Austin,Feltoe,afeltoe1t,Female,231,461,74,180,50,0,1,0,0
Pieter Despenser,Pieter,Despenser,pdespenserro,Male,245,477,61,210,31,2,2,0,0
Nedi Meir,Nedi,Meir,nmeirh0,Female,168,718,172,91,74,1,2,0,0
Blair Maxted,Blair,Maxted,bmaxtedpy,Female,128,60,11,114,13,0,0,0,1
Angel Coan,Angel,Coan,acoan9g,Male,2613,50,3,2613,0,0,0,0,0
Antoine Ellcome,Antoine,Ellcome,aellcomemr,Male,615,20,4,615,0,0,0,0,0
Engracia Spata,Engracia,Spata,espata8u,Female,249,147,8,193,50,2,4,0,0
Horatius Cussons,Horatius,Cussons,hcussonspe,Male,213,1688,265,123,86,1,3,0,0
Bunni Berardt,Bunni,Berardt,bberardt6b,Female,128,571,110,92,35,0,0,0,1
Pepito Highton,Pepito,Highton,phighton3l,Male,2,0,0,2,0,0,0,0,0
Colby Morigan,Colby,Morigan,cmorigan8q,Male,6,0,0,6,0,0,0,0,0
Margarita Banane,Margarita,Banane,mbanane7w,Female,349,4300,264,296,35,3,14,0,1
Annemarie Gueste,Annemarie,Gueste,agueste20,Female,407,1374,757,283,117,3,4,0,0
Jobyna Crewther,Jobyna,Crewther,jcrewtherrf,Female,1904,5,1,1904,0,0,0,0,0
Marylin Luscombe,Marylin,Luscombe,mluscombeqb,Female,228,507,42,184,40,1,2,0,1
Morlee Eustis,Morlee,Eustis,meustis5k,Male,395,16,0,395,0,0,0,0,0
Drud Hanstock,Drud,Hanstock,dhanstock2h,Male,300,297,60,267,29,3,1,0,0
Ardella Duffield,Ardella,Duffield,aduffieldi4,Female,542,9,0,542,0,0,0,0,0
Riannon Tallquist,Riannon,Tallquist,rtallquist70,Female,6,0,0,6,0,0,0,0,0
Christabel Tilberry,Christabel,Tilberry,ctilberryc9,Female,4,0,0,4,0,0,0,0,0
Joane Callan,Joane,Callan,jcallangm,Female,30,0,7,30,0,0,0,0,0
Kendell Peachey,Kendell,Peachey,kpeacheyge,Male,7,0,0,7,0,0,0,0,0
Ester Seagar,Ester,Seagar,eseagara1,Female,5,0,0,5,0,0,0,0,0
Chip Grane,Chip,Grane,cgrane55,Male,110,338,151,85,21,0,4,0,0
Bonnibelle Danelet,Bonnibelle,Danelet,bdanelet6v,Female,63,0,9,63,0,0,0,0,0
Burnaby Gauler,Burnaby,Gauler,bgaulerf1,Male,1058,29,12,1058,0,0,0,0,0
Hester Daldry,Hester,Daldry,hdaldry95,Female,2,0,0,2,0,0,0,0,0
Carolin Willder,Carolin,Willder,cwillderir,Female,1646,12,14,1646,0,0,0,0,0
Langston Clue,Langston,Clue,lclue1b,Male,372,456,37,334,31,1,1,1,4
Anabelle Woodwin,Anabelle,Woodwin,awoodwin22,Female,1,0,0,1,0,0,0,0,0
Reese Petworth,Reese,Petworth,rpetworth82,Male,96,880,35,85,8,1,0,2,0
Westleigh Crehan,Westleigh,Crehan,wcrehankd,Male,5,0,1,5,0,0,0,0,0
Aurlie Meeke,Aurlie,Meeke,ameekemj,Female,124,0,0,114,4,0,0,6,0
Hurlee Lewendon,Hurlee,Lewendon,hlewendon54,Male,206,259,48,181,22,1,2,0,0
Hussein Brokenshire,Hussein,Brokenshire,hbrokenshirea6,Male,27,0,0,27,0,0,0,0,0
Kevina Dornin,Kevina,Dornin,kdornin5o,Female,236,2719,472,184,47,1,3,0,1
Raymond Roseblade,Raymond,Roseblade,rroseblade4u,Male,1,0,0,1,0,0,0,0,0
Wenonah Dovidian,Wenonah,Dovidian,wdovidianai,Female,249,784,119,197,51,1,0,0,0
Francois Congrave,Francois,Congrave,fcongravef5,Male,4,0,0,4,0,0,0,0,0
Cherie Von Helmholtz,Cherie,Von Helmholtz,cvond6,Female,82,1,1,79,3,0,0,0,0
Bobbe Droogan,Bobbe,Droogan,bdroogannc,Female,506,44,7,506,0,0,0,0,0
Audy Pickance,Audy,Pickance,apickance74,Female,135,245,133,66,64,1,4,0,0
Pancho Mintoft,Pancho,Mintoft,pmintoftdz,Male,7,0,0,7,0,0,0,0,0
El Moult,El,Moult,emoultc5,Male,0,0,0,0,0,0,0,0,0
Tamma Kovacs,Tamma,Kovacs,tkovacs9x,Female,190,3,0,190,0,0,0,0,0
Melania Spinetti,Melania,Spinetti,mspinettio7,Female,259,695,263,151,106,0,2,0,0
Horten Dowsett,Horten,Dowsett,hdowsettgm,Male,34,4,0,32,0,2,0,0,0
Care Gullyes,Care,Gullyes,cgullyesj6,Male,88,11,1,88,0,0,0,0,0
Merilee Raven,Merilee,Raven,mraven5g,Female,1230,31,2,1230,0,0,0,0,0
Kenon McCurry,Kenon,McCurry,kmccurrye,Male,0,0,0,0,0,0,0,0,0
Glen Ducrow,Glen,Ducrow,gducrow5r,Male,298,614,118,251,43,2,2,0,0
Rees Dunsmore,Rees,Dunsmore,rdunsmore9l,Male,1302,4066,372,1171,117,0,12,1,1
Dahlia Keeltagh,Dahlia,Keeltagh,dkeeltagh1p,Female,2669,23,2,2669,0,0,0,0,0
Vinni Traise,Vinni,Traise,vtraiseg3,Female,1753,1936,525,1460,264,9,13,4,3
Floyd Babidge,Floyd,Babidge,fbabidgefs,Male,1,0,1,1,0,0,0,0,0
Maddi Durno,Maddi,Durno,mdurnoij,Female,236,181,21,201,33,0,1,0,1
Karil Haith,Karil,Haith,khaith1f,Female,36,0,0,35,1,0,0,0,0
Dukie Crowhurst,Dukie,Crowhurst,dcrowhurstjq,Male,562,5,1,562,0,0,0,0,0
Augustine Huxstep,Augustine,Huxstep,ahuxstep5y,Male,1172,1561,1100,1028,132,4,8,0,0
Flin Phebey,Flin,Phebey,fphebeyfr,Male,127,76,21,114,13,0,0,0,0
Estelle Bradd,Estelle,Bradd,ebradd1l,Female,424,6,0,424,0,0,0,0,0
Aleda Rhead,Aleda,Rhead,arheaddn,Female,509,1776,138,381,123,4,1,0,0
Caesar Schapiro,Caesar,Schapiro,cschapiro34,Male,303,1003,242,160,137,2,2,1,1
Kassi Hemphall,Kassi,Hemphall,khemphallqs,Female,199,432,247,162,27,1,8,0,1
Paulita Gorhardt,Paulita,Gorhardt,pgorhardt1o,Female,256,779,304,168,85,1,2,0,0
Jeane Hudleston,Jeane,Hudleston,jhudlestonnf,Female,294,25,3,294,0,0,0,0,0
Karola Morgue,Karola,Morgue,kmorgue9p,Female,7,0,0,7,0,0,0,0,0
Merrile Willcot,Merrile,Willcot,mwillcot87,Female,425,3892,430,361,51,4,4,4,1
Rickert Bayston,Rickert,Bayston,rbaystone9,Male,0,0,0,0,0,0,0,0,0
Jasun Weddell,Jasun,Weddell,jweddellbw,Male,331,1017,285,177,146,1,3,2,2
Deane Domini,Deane,Domini,ddominian,Male,175,3863,167,156,15,1,3,0,0
Ford Cramp,Ford,Cramp,fcrampkb,Male,205,257,275,125,73,1,5,0,1
Deane Hawkett,Deane,Hawkett,dhawkettbv,Female,171,84,4,159,10,2,0,0,0
Jameson Childe,Jameson,Childe,jchildedt,Male,227,173,1,223,2,1,1,0,0
Audi Maccaddie,Audi,Maccaddie,amaccaddieif,Female,137,660,198,113,23,0,0,1,0
Brien Capelow,Brien,Capelow,bcapelowmf,Male,415,4963,220,354,50,4,6,1,0
Ari Densell,Ari,Densell,adensellau,Male,589,18,1,589,0,0,0,0,0
Federica Tadman,Federica,Tadman,ftadmanrj,Female,289,258,33,256,33,0,0,0,0
Andreas Kelle,Andreas,Kelle,akellekc,Male,2033,1961,699,1512,421,43,17,37,3
Arlinda Carlino,Arlinda,Carlino,acarlino90,Female,45,0,1,45,0,0,0,0,0
Harris Gonning,Harris,Gonning,hgonningoa,Male,20,0,0,18,0,2,0,0,0
Rodina Souttar,Rodina,Souttar,rsouttarjk,Female,63,84,92,45,17,1,0,0,0
Brit Jezzard,Brit,Jezzard,bjezzardln,Male,83,49,1,74,0,2,7,0,0
Yale Tinson,Yale,Tinson,ytinson7h,Male,212,1006,496,178,32,1,0,0,1
Antonino Fiander,Antonino,Fiander,afiander4t,Male,703,4007,844,548,139,4,7,3,2
Irvin Folca,Irvin,Folca,ifolca9s,Male,224,545,231,108,111,2,2,0,1
Sumner Metson,Sumner,Metson,smetson64,Male,23,3,0,23,0,0,0,0,0
Anallise Ilyasov,Anallise,Ilyasov,ailyasovge,Female,570,7524,338,432,114,8,12,4,0
Bridget Frankland,Bridget,Frankland,bfranklandel,Female,86,0,0,76,4,0,0,6,0
Ximenez Byway,Ximenez,Byway,xbywayg1,Male,87,25,4,87,0,0,0,0,0
Julie Skillen,Julie,Skillen,jskillen4x,Female,4,0,0,4,0,0,0,0,0
Gardner Loche,Gardner,Loche,glocheje,Male,204,128,4,184,17,0,2,1,0
Kane Twist,Kane,Twist,ktwistij,Male,8,0,0,8,0,0,0,0,0
Yehudi Softley,Yehudi,Softley,ysoftley1k,Male,1585,1913,628,1306,264,6,4,1,4
Munmro Robrose,Munmro,Robrose,mrobrose39,Male,221,388,225,115,100,2,4,0,0
Burr Campione,Burr,Campione,bcampione8y,Male,4,0,0,4,0,0,0,0,0
Belinda Shilito,Belinda,Shilito,bshilitord,Female,123,16,0,118,4,0,1,0,0
Ellerey Scrace,Ellerey,Scrace,escracef5,Male,214,152,0,210,4,0,0,0,0
Peadar Singh,Peadar,Singh,psingh74,Male,875,1177,366,764,102,3,3,1,2
Andrey Monelle,Andrey,Monelle,amonelleu,Male,243,5,5,243,0,0,0,0,0
Lorenzo Bereford,Lorenzo,Bereford,lberefordk0,Male,742,10,1,742,0,0,0,0,0
Arte Bearfoot,Arte,Bearfoot,abearfootik,Male,225,157,17,211,14,0,0,0,0
Brit Glasser,Brit,Glasser,bglassern8,Male,160,8,3,160,0,0,0,0,0
Orland Mayzes,Orland,Mayzes,omayzesao,Male,238,0,19,236,2,0,0,0,0
Marcel Jenney,Marcel,Jenney,mjenney25,Male,113,15,1,100,9,1,1,2,0
Idell Roycroft,Idell,Roycroft,iroycroftgv,Female,551,2,0,551,0,0,0,0,0
Hermy Rush,Hermy,Rush,hrushh7,Male,150,354,175,88,57,1,3,0,1
Stephi Risman,Stephi,Risman,srismanml,Female,306,1259,319,183,119,0,2,1,1
Micheline Clacson,Micheline,Clacson,mclacson7v,Female,268,46,0,231,32,3,1,0,1
Andrej Lacroix,Andrej,Lacroix,alacroix6h,Male,77,511,36,45,26,2,1,0,3
Tris De Marchi,Tris,De Marchi,tde8w,Male,209,457,155,169,39,0,0,0,1
Oswald Reymers,Oswald,Reymers,oreymers4l,Male,219,437,247,146,70,1,2,0,0
Paule Harbison,Paule,Harbison,pharbisonpv,Female,272,258,43,226,44,1,1,0,0
Stormi Deinhard,Stormi,Deinhard,sdeinhardfb,Female,51,1,6,50,1,0,0,0,0
Carlin Janoschek,Carlin,Janoschek,cjanoschek8g,Male,158,48,0,152,5,1,0,0,0
George Goodswen,George,Goodswen,ggoodswenjz,Male,55,0,5,55,0,0,0,0,0
Dyana Syseland,Dyana,Syseland,dsyselandr,Female,3,0,0,3,0,0,0,0,0
